#TYPE Selected.OleViewDotNet.Database.COMTypeLibVersionEntry
"TypelibId","Version","Name","Win32Path","Win64Path","Locale","Source","NativePath","ComGuid"
"00a40db9-d8b4-40b3-8e0c-a8e8c6b3b720","1.0","sdchange 1.0 Type Library","C:\Windows\System32\sdchange.exe",,"0","LocalMachine","C:\Windows\System32\sdchange.exe","00a40db9-d8b4-40b3-8e0c-a8e8c6b3b720"
"00f25ae8-3625-4e34-92d4-f0918cf010ee","1.0","PhotoAcquireObjects","C:\Program Files (x86)\Windows Photo Viewer\PhotoAcq.dll","C:\Program Files (x86)\Windows Photo Viewer\PhotoAcq.dll","0","LocalMachine","C:\Program Files (x86)\Windows Photo Viewer\PhotoAcq.dll","00f25ae8-3625-4e34-92d4-f0918cf010ee"
"012f24c1-35b0-11d0-bf2d-0000e8d0d146","1.0","Microsoft Office Template and Media Control 1.0 Type Library","C:\Program Files (x86)\Microsoft Office\root\VFS\ProgramFilesX64\Microsoft Office\Office16\IEAWSDC.DLL",,"0","LocalMachine","C:\Program Files (x86)\Microsoft Office\root\VFS\ProgramFilesX64\Microsoft Office\Office16\IEAWSDC.DLL","012f24c1-35b0-11d0-bf2d-0000e8d0d146"
"0249f559-489f-4977-a0ef-21352c5ad247","1.0","Win32_EncryptableVolume 1.0 Type Library",,"C:\Windows\System32\wbem\Win32_EncryptableVolume.dll","0","LocalMachine","C:\Windows\System32\wbem\Win32_EncryptableVolume.dll","0249f559-489f-4977-a0ef-21352c5ad247"
"03837500-098b-11d8-9414-505054503030","1.0","Performance Data Service","C:\WINDOWS\system32\pla.dll","C:\WINDOWS\system32\pla.dll","0","LocalMachine","C:\WINDOWS\system32\pla.dll","03837500-098b-11d8-9414-505054503030"
"0438d53a-9a57-423c-9e54-9612c4576257","1.0","AgentWmiLib",,"C:\Windows\System32\Wbem\Microsoft.Uev.AgentWmi.dll","0","LocalMachine","C:\Windows\System32\Wbem\Microsoft.Uev.AgentWmi.dll","0438d53a-9a57-423c-9e54-9612c4576257"
"05589fa0-c356-11ce-bf01-00aa0055595a","2.0","Microsoft ActiveMovie Control","C:\Windows\System32\amcompat.tlb",,"0","LocalMachine","C:\Windows\System32\amcompat.tlb","05589fa0-c356-11ce-bf01-00aa0055595a"
"06290c00-48aa-11d2-8432-006008c3fbfc","1.0","Microsoft Scriptlet Library","C:\Windows\SysWOW64\scrobj.dll","C:\Windows\System32\scrobj.dll","0","LocalMachine","C:\Windows\SysWOW64\scrobj.dll","06290c00-48aa-11d2-8432-006008c3fbfc"
"06af565f-771e-47a3-a501-f41b3e8bdac9","1.0","IMEFILES 1.0 Type Library","C:\Windows\SysWOW64\IME\SHARED\imefiles.dll","C:\Windows\System32\IME\SHARED\imefiles.dll","0","LocalMachine","C:\Windows\SysWOW64\IME\SHARED\imefiles.dll","06af565f-771e-47a3-a501-f41b3e8bdac9"
"082d3fec-d0d0-4df6-a988-053fece7b884","1.0","SyncEngineStorageProviderHandlerLibrary 1.0 Type Library",,"C:\Users\dadmin.THEMASTER\AppData\Local\Microsoft\OneDrive\OneDrive.exe\1","0","User","C:\Users\dadmin.THEMASTER\AppData\Local\Microsoft\OneDrive\OneDrive.exe\1","082d3fec-d0d0-4df6-a988-053fece7b884"
